iteration,best_accuracy
1,0.9508196721311476
2,0.9590163934426229
3,0.9590163934426229
4,0.9590163934426229
5,0.9617486338797813
6,0.9644808743169399
7,0.9644808743169399
8,0.9644808743169399
9,0.9644808743169399
10,0.9644808743169399
11,0.9699453551912569
12,0.9699453551912569
13,0.9699453551912569
14,0.9699453551912569
15,0.9699453551912569
16,0.9699453551912569
17,0.9699453551912569
18,0.9699453551912569
19,0.9699453551912569
20,0.9699453551912569
21,0.9699453551912569
22,0.9699453551912569
23,0.9699453551912569
24,0.9699453551912569
25,0.9699453551912569
