iteration,best_accuracy
1,0.7851851851851851
2,0.8111111111111112
3,0.8111111111111112
4,0.8111111111111112
5,0.837037037037037
6,0.837037037037037
7,0.837037037037037
8,0.837037037037037
9,0.837037037037037
10,0.837037037037037
11,0.837037037037037
12,0.837037037037037
13,0.837037037037037
14,0.837037037037037
15,0.837037037037037
16,0.837037037037037
17,0.837037037037037
18,0.837037037037037
19,0.837037037037037
20,0.837037037037037
21,0.837037037037037
22,0.837037037037037
23,0.837037037037037
24,0.837037037037037
25,0.837037037037037
