iteration,best_accuracy
1,0.7851851851851852
2,0.8185185185185185
3,0.8185185185185185
4,0.8333333333333334
5,0.8333333333333334
6,0.8333333333333334
7,0.8333333333333334
8,0.8333333333333334
9,0.8333333333333334
10,0.8333333333333334
11,0.8333333333333334
12,0.8333333333333334
13,0.8333333333333334
14,0.8333333333333334
15,0.8407407407407407
16,0.8407407407407407
17,0.8407407407407407
18,0.8407407407407407
19,0.8407407407407407
20,0.8407407407407407
21,0.8407407407407407
22,0.8407407407407407
23,0.8407407407407407
24,0.8407407407407407
25,0.8407407407407407
