iteration,best_accuracy
1,0.6084070796460177
2,0.6172566371681416
3,0.6172566371681416
4,0.6172566371681416
5,0.6194690265486725
6,0.6238938053097345
7,0.6238938053097345
8,0.6238938053097345
9,0.6238938053097345
10,0.6238938053097345
11,0.6238938053097345
12,0.6238938053097345
13,0.6238938053097345
14,0.6238938053097345
15,0.6261061946902655
16,0.6261061946902655
17,0.6261061946902655
18,0.6261061946902655
19,0.6261061946902655
20,0.6261061946902655
21,0.6261061946902655
22,0.6261061946902655
23,0.6261061946902655
24,0.6261061946902655
25,0.6305309734513274
