iteration,best_accuracy
1,0.6084070796460177
2,0.6084070796460177
3,0.6216814159292035
4,0.6216814159292035
5,0.6216814159292035
6,0.6216814159292035
7,0.6216814159292036
8,0.6216814159292036
9,0.6216814159292036
10,0.6216814159292036
11,0.6216814159292036
12,0.6283185840707964
13,0.6305309734513274
14,0.6305309734513274
15,0.6305309734513274
16,0.6305309734513274
17,0.6305309734513274
18,0.6305309734513274
19,0.6305309734513274
20,0.6305309734513274
21,0.6305309734513274
22,0.6305309734513274
23,0.6305309734513274
24,0.6305309734513274
25,0.6305309734513274
