iteration,best_accuracy
1,0.6926713947990543
2,0.6926713947990543
3,0.693853427895981
4,0.693853427895981
5,0.710401891252955
6,0.710401891252955
7,0.710401891252955
8,0.710401891252955
9,0.710401891252955
10,0.710401891252955
11,0.710401891252955
12,0.710401891252955
13,0.710401891252955
14,0.710401891252955
15,0.710401891252955
16,0.710401891252955
17,0.710401891252955
18,0.710401891252955
19,0.710401891252955
20,0.710401891252955
21,0.710401891252955
22,0.710401891252955
23,0.710401891252955
24,0.710401891252955
25,0.710401891252955
