iteration,best_accuracy
1,0.8396825396825397
2,0.8396825396825397
3,0.8396825396825397
4,0.8396825396825397
5,0.8396825396825397
6,0.8396825396825397
7,0.8396825396825397
8,0.8396825396825397
9,0.8396825396825397
10,0.8396825396825397
11,0.8396825396825397
12,0.8396825396825397
13,0.8396825396825397
14,0.8396825396825397
15,0.8396825396825397
16,0.8396825396825397
17,0.8396825396825397
18,0.8396825396825397
19,0.8396825396825397
20,0.8396825396825397
21,0.8396825396825397
22,0.8396825396825397
23,0.8396825396825397
24,0.8396825396825397
25,0.8396825396825397
